cow_id,name,breed,age_years,parity,days_in_milk,baseline_yield_liters,milk_yield_liters,yield_drop_pct,ec_lf,ec_rf,ec_lh,ec_rh,max_ec,ec_variance,scc,body_temp_c,milk_ph,udder_swelling,kicking_behavior,subclinical_quarter,risk_level,financial_loss_inr,recommended_action,phytotherapy_recipe
COW-2192,Sita,Red Sindhi,5.1,6,163,15.0,12.5,16.8,4.75,4.64,4.83,6.58,6.58,1.94,290348,38.5,6.74,0,1,RH,MEDIUM,8537,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2193,Kamdhenu,Murrah Buffalo,2.6,5,170,15.4,12.4,19.4,5.29,6.6,5.28,5.27,6.6,1.33,369239,38.5,6.72,1,1,RF,MEDIUM,9444,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2194,Yamuna,Gir,5.4,6,23,19.9,19.7,0.8,4.62,4.82,4.88,4.6,4.88,0.28,107949,38.6,6.57,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2195,Kapila,Sahiwal,7.7,3,128,17.1,16.7,2.1,4.93,4.86,4.83,5.04,5.04,0.21,131552,38.2,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2196,Ganga,HF Cross,8.8,1,157,24.6,11.8,51.9,8.05,8.06,8.39,8.34,8.39,0.34,1056742,40.6,7.08,2,1,RH,HIGH,40605,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2197,Sita,Red Sindhi,5.0,6,87,12.6,12.4,1.5,4.93,4.93,4.94,4.84,4.94,0.1,169476,38.5,6.56,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2198,Kalyani,Sahiwal,2.6,4,230,14.6,11.7,20.1,5.18,6.4,5.03,5.21,6.4,1.37,312491,39.1,6.73,1,1,RF,MEDIUM,9643,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2199,Ganga,Sahiwal,6.6,3,272,15.6,6.6,58.0,7.96,8.32,7.87,8.27,8.32,0.45,933118,40.6,7.16,2,2,LF,HIGH,43378,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2200,Kamdhenu,Gir,3.3,4,269,15.2,14.8,2.5,4.65,4.71,4.71,4.47,4.71,0.24,161518,38.8,6.56,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2201,Kamdhenu,Tharparkar,6.2,5,154,10.5,8.3,20.5,6.85,5.11,5.21,5.24,6.85,1.74,239241,39.0,6.84,1,1,LF,MEDIUM,9959,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2202,Ganga,Gir,7.6,2,155,15.6,8.6,44.9,7.25,7.18,7.51,7.35,7.51,0.33,1365563,39.9,7.05,2,2,RH,HIGH,37194,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2203,Gauri,Sahiwal,6.7,3,21,17.3,16.8,2.9,5.09,5.12,5.15,5.15,5.15,0.06,147613,38.2,6.56,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2204,Ganga,Rathi,7.4,5,46,14.6,14.5,0.5,4.75,4.75,4.61,4.65,4.75,0.14,136716,38.9,6.64,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2205,Meera,Tharparkar,4.1,2,172,12.1,7.2,40.4,7.47,6.95,7.22,6.94,7.47,0.53,1209559,40.2,7.05,2,1,RF,HIGH,29865,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2206,Kamdhenu,Rathi,3.6,4,69,11.3,11.1,1.6,5.14,4.94,4.99,5.01,5.14,0.2,97086,38.4,6.46,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2207,Nandini,Tharparkar,3.3,2,241,10.4,8.3,20.4,4.88,4.92,6.1,4.88,6.1,1.22,302564,38.5,6.85,1,0,LH,MEDIUM,10632,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2208,Kalyani,Gir,5.5,3,39,15.4,15.0,2.4,4.53,4.64,4.53,4.54,4.64,0.11,155055,38.5,6.56,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2209,Kapila,HF Cross,8.0,6,274,19.4,19.0,1.9,4.41,4.39,4.51,4.6,4.6,0.21,153807,38.6,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2210,Yamuna,Red Sindhi,3.8,6,111,11.6,4.5,61.2,6.87,6.98,6.84,6.98,6.98,0.14,1618418,40.0,7.56,2,1,RH,HIGH,45579,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2211,Kalyani,Red Sindhi,4.1,5,136,15.3,12.4,18.9,5.12,6.62,4.92,4.99,6.62,1.7,283205,38.8,6.77,1,1,RF,MEDIUM,8939,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2212,Gauri,Gir,5.7,6,43,16.4,5.4,66.8,8.31,8.49,8.52,8.01,8.52,0.51,1278144,39.6,7.17,2,2,RF,HIGH,50257,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2213,Ganga,Gir,7.1,2,104,15.3,14.9,2.5,4.78,4.87,5.02,4.86,5.02,0.24,91775,38.5,6.64,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2214,Bhavani,Murrah Buffalo,6.3,4,65,16.1,16.1,0.3,4.46,4.64,4.72,4.46,4.72,0.26,50000,38.9,6.6,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2215,Sita,Sahiwal,4.8,4,245,18.5,9.2,50.1,7.84,7.54,7.64,7.75,7.84,0.3,1254994,40.3,7.15,2,1,Both Hind,HIGH,35644,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2216,Ganga,Gir,8.5,1,129,18.0,17.9,0.5,5.11,5.14,5.09,5.02,5.14,0.12,136927,38.4,6.56,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2217,Ganga,Murrah Buffalo,8.7,3,274,15.3,14.9,2.3,4.5,4.59,4.55,4.69,4.69,0.19,79856,38.5,6.62,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2218,Bhavani,Gir,7.4,4,58,16.1,15.6,2.8,5.01,5.0,4.95,5.12,5.12,0.17,158697,38.6,6.55,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2219,Gauri,Sahiwal,2.7,5,243,15.6,12.4,20.3,6.8,5.05,5.09,5.06,6.8,1.75,224973,38.6,6.74,1,1,LF,MEDIUM,10076,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2220,Kalyani,Sahiwal,8.4,2,175,17.1,16.6,3.1,4.96,5.14,5.04,5.1,5.14,0.18,167801,38.7,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2221,Surabhi,HF Cross,3.8,6,133,20.9,17.7,15.5,6.56,5.11,5.0,5.1,6.56,1.56,258450,38.9,6.81,0,0,LF,MEDIUM,8303,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2222,Kamdhenu,Sahiwal,4.5,5,102,18.7,18.3,2.3,4.65,4.85,4.69,4.75,4.85,0.2,159640,38.5,6.56,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2223,Meera,Sahiwal,5.0,5,162,15.1,15.1,0.0,5.13,5.14,5.18,5.16,5.18,0.05,160665,38.4,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2224,Kalyani,Red Sindhi,4.1,2,64,12.0,11.8,1.9,4.6,4.5,4.56,4.5,4.6,0.1,50000,38.5,6.62,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2225,Devi,Tharparkar,3.7,3,211,11.0,10.6,3.6,4.77,4.85,4.66,4.75,4.85,0.19,61765,38.4,6.45,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2226,Bhavani,HF Cross,5.1,2,270,18.8,16.2,13.9,5.02,4.88,6.93,4.85,6.93,2.08,243976,39.1,6.9,1,1,LH,MEDIUM,7948,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2227,Gauri,Murrah Buffalo,8.3,2,15,13.2,10.9,17.2,7.25,5.24,5.01,5.24,7.25,2.24,256958,38.5,6.85,0,0,LF,MEDIUM,7927,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2228,Yamuna,Red Sindhi,7.4,5,132,11.6,11.6,0.0,4.92,4.95,4.95,4.99,4.99,0.07,100448,38.5,6.55,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2229,Nandini,Red Sindhi,4.8,1,122,14.4,14.3,0.7,5.13,5.02,5.14,5.04,5.14,0.12,51933,38.5,6.55,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2230,Meera,Red Sindhi,5.5,3,35,10.1,8.7,14.2,5.09,6.28,5.18,5.14,6.28,1.19,368710,39.1,6.8,1,1,RF,MEDIUM,7730,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2231,Yamuna,Gir,7.4,5,254,17.4,14.1,19.2,4.93,6.84,5.0,5.08,6.84,1.91,296158,38.9,6.72,1,0,RF,MEDIUM,10043,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2232,Ganga,Murrah Buffalo,6.4,4,225,12.4,12.4,0.0,4.97,5.05,4.95,4.95,5.05,0.1,137810,38.6,6.62,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2233,Radha,Red Sindhi,3.7,4,184,13.1,3.9,70.3,7.14,7.2,7.01,6.98,7.2,0.22,933525,39.8,7.26,2,2,Both Front,HIGH,46062,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2234,Yamuna,Sahiwal,4.6,5,72,19.8,17.1,13.7,5.05,5.32,5.04,6.55,6.55,1.51,353652,39.2,6.78,0,0,RH,MEDIUM,6443,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2235,Meera,Sahiwal,7.0,1,178,19.2,18.5,3.4,4.46,4.36,4.41,4.54,4.54,0.18,112584,38.7,6.6,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2236,Yamuna,HF Cross,3.8,1,157,20.4,5.4,73.7,7.67,7.81,7.86,7.52,7.86,0.34,1301054,39.7,7.05,2,1,Both Hind,HIGH,51781,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2237,Kapila,HF Cross,8.0,6,161,23.1,22.1,4.3,4.46,4.51,4.58,4.4,4.58,0.18,75697,38.6,6.65,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2238,Nandini,Murrah Buffalo,4.0,1,281,13.3,12.0,10.1,7.11,4.94,4.98,4.96,7.11,2.17,379017,39.1,6.77,1,0,LF,MEDIUM,5155,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2239,Surabhi,HF Cross,2.6,1,278,20.0,19.7,1.7,4.66,4.59,4.45,4.5,4.66,0.21,89525,38.7,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2240,Kapila,Tharparkar,6.1,1,245,11.1,10.7,3.4,4.7,4.64,4.85,4.73,4.85,0.21,143558,38.6,6.66,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2241,Radha,Tharparkar,3.4,2,28,12.0,9.8,18.6,4.94,4.81,4.77,6.96,6.96,2.19,358095,39.0,6.86,0,1,RH,MEDIUM,8369,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2242,Kamdhenu,Tharparkar,7.3,2,238,14.7,12.1,17.4,5.31,6.95,5.08,5.2,6.95,1.87,287718,39.0,6.72,1,0,RF,MEDIUM,9546,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2243,Kamdhenu,HF Cross,5.5,3,50,23.1,23.1,0.2,4.75,4.73,4.88,4.89,4.89,0.16,166886,38.3,6.6,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2244,Meera,Red Sindhi,6.5,5,116,11.9,6.2,47.7,7.33,7.42,7.48,7.57,7.57,0.24,1393686,40.2,7.05,2,2,LH,HIGH,36598,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2245,Meera,Gir,6.5,3,141,17.5,5.2,70.1,7.86,7.53,7.69,7.92,7.92,0.39,1347244,40.0,7.38,2,2,RH,HIGH,43094,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2246,Ganga,Rathi,3.7,1,94,10.3,10.2,0.6,5.03,5.05,5.04,4.92,5.05,0.13,130046,38.6,6.52,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2247,Kapila,HF Cross,8.8,3,82,22.6,22.5,0.3,4.97,4.94,5.14,5.12,5.14,0.2,113947,38.7,6.68,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2248,Kamdhenu,Sahiwal,8.1,4,39,17.3,17.3,0.1,4.96,5.05,5.06,5.16,5.16,0.2,167689,38.2,6.51,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2249,Devi,Tharparkar,6.1,5,236,12.1,12.0,1.2,5.01,4.91,4.95,4.85,5.01,0.16,82662,38.2,6.6,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2250,Gauri,Rathi,5.3,1,32,11.2,10.9,2.5,4.81,4.72,4.78,4.79,4.81,0.09,143279,38.6,6.6,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2251,Sita,Murrah Buffalo,3.3,1,189,17.0,16.9,0.6,4.69,4.75,4.74,4.48,4.75,0.27,127566,38.3,6.64,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2252,Ganga,HF Cross,6.5,6,190,23.3,23.1,0.9,4.55,4.73,4.62,4.49,4.73,0.24,97254,38.5,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2253,Kalyani,Sahiwal,8.9,5,224,20.0,19.8,0.8,4.91,4.94,4.8,4.88,4.94,0.14,142041,38.6,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2254,Gauri,Sahiwal,7.6,1,118,14.9,4.9,67.0,8.37,8.57,8.2,8.19,8.57,0.38,1576016,40.4,7.56,2,1,Both Front,HIGH,43399,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2255,Kamdhenu,Tharparkar,5.3,2,104,10.3,9.0,12.4,7.06,4.97,5.05,5.0,7.06,2.09,402608,39.1,6.72,0,0,LF,MEDIUM,6441,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2256,Sita,Sahiwal,5.5,3,118,17.2,15.1,12.1,5.07,4.97,5.03,7.01,7.01,2.04,373470,38.8,6.78,0,1,RH,MEDIUM,5781,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2257,Bhavani,Rathi,7.3,6,280,10.8,10.8,0.2,4.55,4.65,4.4,4.44,4.65,0.25,135880,38.7,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2258,Ganga,Gir,8.4,5,111,18.2,18.0,1.0,5.15,5.18,4.95,5.15,5.18,0.23,155986,38.4,6.59,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2259,Gauri,Gir,8.1,2,188,14.8,11.7,21.2,5.19,5.03,5.1,6.5,6.5,1.47,304679,39.0,6.74,1,1,RH,MEDIUM,9713,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2260,Radha,Red Sindhi,9.0,2,25,11.6,11.4,2.1,4.84,4.84,4.94,4.81,4.94,0.13,195000,38.2,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2261,Kamdhenu,Murrah Buffalo,6.8,4,130,15.3,15.0,2.1,4.64,4.58,4.67,4.48,4.67,0.19,150450,38.5,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2262,Surabhi,Red Sindhi,6.6,4,128,10.8,3.3,69.0,8.04,7.71,7.66,8.02,8.04,0.38,1119125,40.8,7.38,2,1,Both Hind,HIGH,46134,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2263,Tulsi,HF Cross,8.6,1,139,18.5,18.3,1.0,4.84,4.85,4.74,4.8,4.85,0.11,160548,38.3,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2264,Kapila,Murrah Buffalo,5.5,3,45,14.2,13.8,2.5,4.92,4.9,5.07,5.1,5.1,0.2,94803,38.6,6.55,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2265,Radha,Tharparkar,8.4,2,140,12.8,12.6,1.8,4.39,4.41,4.61,4.41,4.61,0.22,92543,38.8,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2266,Meera,Gir,8.1,6,223,17.3,17.3,0.0,4.82,4.62,4.64,4.74,4.82,0.2,157715,38.4,6.63,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2267,Yamuna,Gir,6.1,6,199,16.7,16.5,1.1,4.58,4.66,4.58,4.51,4.66,0.15,180824,38.5,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2268,Meera,Rathi,2.8,4,64,11.5,11.4,1.2,4.51,4.5,4.75,4.6,4.75,0.25,158312,38.4,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2269,Yamuna,Murrah Buffalo,5.9,2,217,13.0,10.6,18.4,6.36,4.66,4.82,4.76,6.36,1.7,237612,39.3,6.77,1,1,LF,MEDIUM,7999,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2270,Meera,Gir,6.4,3,113,20.0,15.9,20.7,4.9,7.04,5.14,5.13,7.04,2.14,378213,38.9,6.74,1,0,RF,MEDIUM,8906,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2271,Nandini,Rathi,2.9,2,82,14.2,13.7,3.3,4.66,4.49,4.5,4.46,4.66,0.2,129791,38.7,6.57,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2272,Nandini,HF Cross,6.6,1,71,18.4,18.4,0.0,4.79,4.83,4.76,4.95,4.95,0.19,165753,38.7,6.55,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2273,Sita,Sahiwal,6.3,5,46,18.9,18.9,0.0,4.98,4.98,4.94,4.86,4.98,0.12,108524,38.5,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2274,Gauri,HF Cross,3.0,2,33,20.0,16.5,17.3,6.7,5.2,5.2,5.23,6.7,1.5,319432,38.8,6.8,1,0,LF,MEDIUM,8882,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2275,Kamdhenu,Sahiwal,5.7,4,73,18.9,18.7,1.2,4.77,4.81,4.8,4.71,4.81,0.1,175194,38.6,6.66,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2276,Meera,Tharparkar,4.5,1,260,12.9,12.9,0.0,4.54,4.59,4.54,4.71,4.71,0.17,162811,38.8,6.66,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
